"0xf03d5f0d97806124cf0b8cadb92abf317b6924c20d6e0bf3bd6146f423c8fe78","0x404f4c126df0127e5bc3ecf2d566099fd29509e1","2797.5"
"0x9e83268a004b1c0baf037c82dc80e1ab15db32c031176a9862bf898dc4652192","0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be","35001.4"
"0x1c3e05fa550a41854972e5feb423f13a3830c55515f918b05d9aa51014ee724d","0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be","16500"
"0x3a89266f538e68b17b10896ed23c86e0cc663d6683e4ff8c56f259f765f57ec1","0xfb95356395b0b2964937c6aed6588335380dc3ff","36399"
"0x613eda9949139919890064b95423623048cdc448d966e1950d36c8e58bf04256","0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be","55664"
"0xa08d097cf79ac083a3b922107a923fe45c481fb342aacde3a4baa6049a353eae","0x28df52c7a0fc8e519c4f81417365809117608261","7690.858"
"0x7cc588c3942412627512111085ea3ee617e41e244af2fc473e4a98987c51490d","0x97d4ebe80283c4fe3c52a7469bd1d30e338a3ca4","13514.4999"
"0x3d5106a6b1d2aab0d033be79e84e334c8c88a081534afe7bb6c9e4fa568430e3","0x53c75d07bbf08549fbfec3c2fdba70af19ad194d","5600"
"0xfb424d54f539b3b2d38bee99403263157b8bf02b7406b6a0a772db05f500e3d0","0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be","55831"
"0x6524cb0b4759a235418ddc9d8e5fd45e6a6af689b2fa340c296588be6ff46e8f","0x4a2aafb7d9fc77f01f0c91ffd7918b6397eb9ba9","0.0001"
"0x069c334ced4d35366a714ba8dbd28cb883a86a733f9701651459f115505dc2ea","0x558235f4316a2eace29acc57a4c545ce1a725f53","825"
"0x88892d7ff87e38e3319f0a4362fda4f69c5a0d1fc4afc7add62b1d6c27c4fd00","0x558235f4316a2eace29acc57a4c545ce1a725f53","10947.64926312"
"0x3fcc1e11cb84573fc61a70a0513e48262ab06a31758c8a27bb924eaa182facf2","0x558235f4316a2eace29acc57a4c545ce1a725f53","26811.27"
"0xe200178a3128b6d1521b7d81c145ae279e2035233c2d93f82257f2018c80a884","0x5036c75e3c8fdb183acf4082251ad2840011dde7","3397.9799"
"0x8f499e208fdadf7fc59ad38fa83bb53b0943b6eabd75858cb7b0fb32ced0ed1d","0x02041458783b6a2b24828f3db9ef66029d685bbe","18018.0999"
"0x990b4928e5eae8c14c22e658bcf50ef7a8ca2b51c09eb02750387bd819a749e6","0x7d66c9da2064dfbc68aee10cec58497bcf19f806","11398"
"0xc5ca42999dde0085749baded566d4fab362824f34eeeff408fd568c4b73ea95c","0x9952f869f12a7af92ab86b275cfa231c868aad23","20000000"
"0x5da523629df0eb9555bb75bfd0ffda0ee91328310c320037a5d55ac0dc312aad","0x9952f869f12a7af92ab86b275cfa231c868aad23","20000000"
"0x65779f2cd5464b69f7814deed62c228e0e6fa23657f68b39e860373351cf75f6","0x106d77aa34d1fedbcdf0cfc17d140745aa5c2626","23098.6999"
"0x78950cb05926a4ae77b9ec719e35e57bf94698c13ef9bd4de86d36d7408e9549","0x1a0209dd6146cd540c7175d6bd626506ede45528","21542.5684"
"0xa7c0df295ad5214d1b9426f55fb7e6f15bcb72f5ab7d3a4b37ecc9b7fa50d92d","0x039cac374e583cab7de6d778dbc1bbacdc556d4d","3649000"
"0x2cc58a2aededc668fae6d8638e20702a8b47d2dac752d1b526cae5121d5aeaaf","0x02041458783b6a2b24828f3db9ef66029d685bbe","90"
"0x16e5f42dd3cded3a88f4a670310d92611f27438756a778c9eda11d76621a519a","0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a","27998"
"0xe8b490092154b3bc8f118ad48cceb015dc7821f7a177592eea40d01e8921a272","0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a","9999"
"0x92b43a935d5085afa6ba3d44990fcf2d81b0610529ddbd98d03034a0b6d593ff","0x2d40d5555711c720fc7082eafa7db9306568cde8","5700"
"0xaf8654894ab22ba0fd2e5ba631990eb37216d8e9c9a114d25c40274accdce14e","0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be","99"
"0x37899a01a2359f4c2f8b2cf7d06ac632f391758d7686d1cc0893bc7801ad816a","0x2d40d5555711c720fc7082eafa7db9306568cde8","2850"
"0x21108017e1bd9f262fca631af6d667e62103d4a46d7b974eba6ace18f853d33a","0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a","25423.1544"
"0x5a252ff5af0feccdccf780e8d1c6919577b196e8a12d2a5f5c74d05c7bd4334f","0x9952f869f12a7af92ab86b275cfa231c868aad23","100000000"
"0xc629dd51a076844ede17dd63fdcacd2123a3182601a72599bfad20c8984cb0f0","0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a","12056"
"0xc7e4f72e153b464f4c6c7bc7b6bdc1bf4c1f347fa11a0d5e60455e269b0d3422","0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be","11998"
"0x1da4dc89f0aa39930e983c3f9a0f4909ab79abb68fdbdc43af8025ad92e12618","0x5585c1dc3f98a074cff28949885f9cd8cbd1acdd","1299"
"0xf9542bced838ed6bb588b4194be772cc405560c8127e02b712f0e1d0914a4bf4","0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a","2169.2903"
"0xed2deabb63bd393eca4a013489cbb088e5980889f8d8dc995d4f3379724fc89f","0x9952f869f12a7af92ab86b275cfa231c868aad23","25000000"
